"","ACom_RR","MCA_R1","MCA_R2","STA1","STA2","STA3"
"CARD9",7,1,4,10,65,0
"SNAPC4",52,30,33,153,146,2
"ENTR1",91,59,60,829,469,4
"PMPCA",97,64,71,655,395,4
"INPP5E",34,25,28,237,149,3
"SEC16A",185,172,129,697,441,5
"C9orf163",2,1,0,6,0,0
"NOTCH1",199,98,91,158,80,4
"NALT1",0,1,0,6,24,0
"AL590226.1",0,0,0,5,3,1
"EGFL7",20,3,7,302,278,4
"AGPAT2",73,19,67,1510,1100,8
"DIPK1B",1,3,5,110,75,1
"SNHG7",770,351,450,5113,3934,17
"LCN10",1,3,1,7,1,0
"LCN6",0,0,0,13,15,0
"LCN15",0,0,0,0,0,0
"TMEM141",79,69,93,1270,1299,8
"CCDC183",2,10,12,201,175,0
"CCDC183-AS1",3,3,0,8,11,0
"RABL6",181,103,106,992,612,12
"AJM1",2,7,8,87,33,2
"PHPT1",287,104,367,7004,6378,32
"MAMDC4",4,2,5,41,26,0
"EDF1",1063,464,824,10452,9148,49
"TRAF2",75,85,49,173,89,1
"AL807752.5",1,1,0,3,0,0
"FBXW5",124,65,70,1334,915,16
"C8G",0,0,1,2,1,0
"LCN12",1,0,0,1,0,0
"PTGDS",5473,16,171,14397,12173,152
"LCNL1",4,0,1,7,15,0
"PAXX",312,201,452,1860,1535,6
"CLIC3",102,116,78,201,58,0
"ABCA2",22,26,38,218,219,3
"C9orf139",2,0,0,3,2,0
"FUT7",3,2,1,5,3,0
"NPDC1",86,16,42,5200,3579,10
"ENTPD2",0,0,0,27,17,1
"SAPCD2",9,0,1,0,2,1
"UAP1L1",26,5,13,198,114,0
"MAN1B1-DT",32,5,15,75,103,0
"MAN1B1",70,42,47,762,511,6
"DPP7",408,137,322,4645,4225,16
"ANAPC2",16,13,11,141,95,3
"SSNA1",212,130,103,2338,1916,8
"TPRN",47,7,15,169,107,0
"TMEM203",72,37,49,1471,775,5
"NDOR1",23,12,19,104,72,2
"BX255925.3",10,1,12,57,51,1
"RNF208",1,0,4,77,74,3
"TUBB4B",1927,361,523,7575,3808,59
"NELFB",76,48,47,740,400,11
"TOR4A",28,10,4,7,4,0
"BX255925.1",1,0,0,0,0,1
"BX255925.4",0,0,0,0,0,0
"NRARP",119,11,15,47,58,6
"EXD3",43,34,34,332,443,4
"NOXA1",8,2,6,41,50,3
"NSMF",53,32,42,387,206,5
"PNPLA7",26,8,13,161,306,6
"MRPL41",425,226,491,4624,3708,17
"DPH7",80,66,78,913,613,5
"ZMYND19",49,27,30,469,300,2
"ARRDC1",103,42,48,374,340,5
"ARRDC1-AS1",24,12,17,332,324,0
"EHMT1",419,455,243,1876,1195,10
"AL772363.1",0,0,0,0,0,0
"CACNA1B",4,1,3,9,4,0
"TUBB8",0,0,0,1,4,0
"ZMYND11",302,166,182,2739,1218,15
"DIP2C",82,17,194,1592,1219,14
"AL669841.1",0,0,0,3,0,0
"PRR26",1,0,0,9,8,1
"LARP4B",699,466,191,1159,553,18
"AL359878.2",2,0,0,5,5,0
"AL359878.1",2,0,4,14,6,0
"GTPBP4",251,156,128,1871,677,8
"IDI2",7,10,3,8,6,0
"IDI2-AS1",58,22,12,80,23,6
"IDI1",807,403,292,1478,773,26
"WDR37",357,217,190,768,608,8
"LINC00200",9,11,1,0,0,0
"ADARB2",1,38,5,9,19,0
"ADARB2-AS1",0,0,0,2,0,0
"LINC00700",0,0,0,2,0,0
"AL441943.2",0,0,0,1,0,0
"LINC02662",0,0,0,0,0,0
"LINC00701",0,0,0,1,0,0
"LINC02645",0,0,1,4,0,0
"AL713851.1",0,0,1,2,0,0
"AL731533.2",0,0,0,2,1,0
"PFKP",317,186,179,750,456,10
"PITRM1",102,55,83,492,320,5
"PITRM1-AS1",35,40,25,67,12,1
"LINC02668",1,0,0,0,8,0
"AL139280.1",0,0,0,0,0,0
"LINC02669",2,1,3,50,427,0
"AL357833.1",1,1,0,1,66,0
"AL450322.2",6,4,1,0,3,0
"KLF6",3852,5562,3975,4898,11969,107
"AL513303.1",41,30,22,5,48,2
"LINC02660",1,1,0,9,18,0
"AC025822.1",1,0,1,1,8,1
"AC025822.2",1,3,2,5,27,0
"LINC00702",4,0,11,108,167,5
"LINC00703",0,0,0,1,0,0
"AC022535.1",0,0,0,0,0,0
"AC022535.3",0,0,0,0,0,0
"AC022535.2",0,0,1,3,5,0
"MANCR",1,0,1,2,20,0
"LINC00705",0,0,0,6,14,0
"AC018978.1",0,0,4,0,8,0
"AKR1E2",11,10,16,128,238,1
"AKR1C1",55,0,47,7411,8468,19
"AKR1C2",41,1,66,2481,2129,13
"AL391427.1",0,0,0,4,2,1
"AKR1C3",17,2,129,3474,2833,8
"AKR1C8P",6,0,2,5,2,0
"AKR1C4",1,0,0,3,0,0
"AL355303.1",5,1,2,1,1,0
"LINC02561",1,0,0,0,0,0
"TUBAL3",0,0,0,0,1,0
"NET1",45,11,46,291,438,4
"CALML3-AS1",0,0,0,1,0,0
"LINC02657",0,0,0,2,0,0
"LINC02677",0,0,0,0,1,0
"ASB13",9,11,10,423,291,2
"TASOR2",671,405,252,2743,1187,8
"AL365356.1",80,68,43,152,24,1
"GDI2",571,295,224,4077,2128,27
"AL596094.1",5,0,0,9,11,0
"ANKRD16",33,24,19,371,264,2
"FBH1",94,88,105,955,611,4
"AL137186.2",1,2,2,159,366,2
"IL15RA",47,45,52,1460,1042,3
"IL2RA",285,301,181,25,71,0
"AL137186.1",4,22,7,12,13,0
"RBM17",389,275,374,2739,1250,10
"PFKFB3",597,511,536,356,692,30
"AL157395.1",8,10,12,1,7,0
"LINC02649",221,125,162,32,84,1
"LINC02656",9,4,11,0,1,0
"PRKCQ",525,707,300,105,140,0
"PRKCQ-AS1",490,230,164,66,82,0
"LINP1",1,0,0,2,7,0
"LINC00707",0,0,0,1,0,0
"AL392086.3",4,5,16,12,7,1
"SFMBT2",615,559,368,811,659,5
"LINC02642",1,0,0,1,0,0
"ITIH5",15,0,106,688,451,10
"ITIH2",34,3,2,15,0,1
"KIN",156,132,101,1694,831,8
"ATP5F1C",410,272,463,5715,4533,26
"TAF3",802,586,234,1773,680,6
"GATA3",371,325,254,55,77,2
"GATA3-AS1",6,2,0,1,3,0
"AC025946.1",9,8,10,9,7,0
"LINC00709",0,0,0,0,0,0
"LINC02663",0,0,0,5,6,0
"LINC02670",0,0,0,1,0,0
"AL354916.1",0,0,0,1,0,0
"CELF2-DT",1,0,0,10,0,0
"SFTA1P",41,0,44,8,189,0
"CELF2",2082,1318,843,7679,13921,78
"LINC00710",1,0,0,56,78,3
"CELF2-AS2",9,4,7,55,110,1
"USP6NL",107,56,51,526,397,4
"ECHDC3",2,2,9,109,284,0
"PROSER2",18,3,11,206,195,1
"PROSER2-AS1",3,1,3,9,12,0
"UPF2",452,322,185,1763,1415,13
"DHTKD1",32,34,24,256,168,2
"SEC61A2",95,68,36,239,111,3
"NUDT5",178,122,139,2903,2247,2
"CDC123",275,179,141,1669,1118,8
"AL512770.1",6,9,3,2,4,0
"CAMK1D",2538,1806,745,1295,1660,33
"AL731559.1",5,1,1,1,4,0
"AL353586.1",5,0,3,17,18,7
"CCDC3",36,2,38,231,312,20
"OPTN",536,451,405,3352,2545,15
"MCM10",1,2,1,5,1,0
"UCMA",0,0,0,0,0,0
"PHYH",114,125,90,1724,1821,5
"SEPHS1",119,47,59,616,407,7
"AL355870.2",0,0,0,0,0,0
"AL355870.1",0,0,0,1,0,0
"BEND7",18,0,4,525,467,5
"AL590677.1",0,0,0,1,0,0
"PRPF18",211,167,138,1106,846,8
"AL157392.3",37,30,25,201,88,1
"FRMD4A",141,83,167,274,355,11
"AL157392.4",4,0,1,2,2,0
"AL157392.2",3,0,12,10,12,0
"AC044781.1",3,5,10,3,2,0
"AL157896.1",0,0,0,0,4,0
"FAM107B",3517,1956,1482,682,773,14
"AL158168.1",1,0,2,1,0,0
"CDNF",12,8,5,123,77,0
"HSPA14",35,32,19,180,141,1
"HSPA14.1",114,65,54,915,290,4
"AC069544.1",2,3,6,92,69,1
"SUV39H2",30,6,14,135,60,0
"DCLRE1C",117,71,38,585,209,2
"MEIG1",1,2,0,27,16,0
"OLAH",10,0,6,3,5,1
"ACBD7",13,3,3,6,16,0
"RPP38-DT",9,6,1,14,10,0
"RPP38",145,139,97,1074,593,4
"NMT2",168,157,158,858,475,5
"FAM171A1",72,19,45,480,419,8
"AL607028.1",0,0,0,10,3,0
"ITGA8",19,0,65,69,120,13
"MINDY3",80,126,99,873,384,5
"LINC02654",0,0,0,0,0,0
"PTER",88,67,54,427,275,2
"C1QL3",5,5,4,14,2,0
"AL353576.1",16,4,6,15,3,1
"RSU1",354,178,149,2163,1556,14
"AL365215.2",2,2,3,7,16,0
"CUBN",141,93,75,251,472,5
"TRDMT1",157,78,36,316,359,0
"VIM-AS1",192,63,47,113,204,3
"VIM",10032,2441,6395,203735,134068,1273
"AL133415.1",23,85,28,34,24,0
"ST8SIA6",50,70,18,34,40,1
"ST8SIA6-AS1",8,15,9,25,6,0
"HACD1",26,45,11,71,123,5
"STAM-AS1",13,3,5,76,54,0
"STAM",356,425,252,1222,997,8
"TMEM236",16,10,1,14,11,0
"MRC1",19,30,7,70,68,4
"AC069023.1",0,1,0,0,0,0
"SLC39A12",1,0,1,5,0,0
"CACNB2",60,72,40,655,344,9
"AL390783.1",1,0,0,15,4,0
"AL450384.2",24,19,11,130,30,0
"NSUN6",331,210,108,1075,913,14
"ARL5B",206,121,140,699,518,7
"AL512641.1",2,0,0,1,6,0
"MALRD1",6,0,13,153,179,3
"AL157895.1",0,1,2,25,89,0
"AL353147.1",0,0,1,5,18,1
"PLXDC2",267,77,405,9727,14966,120
"AC069549.1",0,0,2,21,29,0
"AC069549.2",1,0,0,4,2,0
"NEBL",106,2,15,26,8,0
"LINC02643",0,0,0,2,0,0
"MIR1915HG",2,0,0,2,4,0
"SKIDA1",5,0,1,37,53,2
"MLLT10",459,413,227,1836,919,6
"AL358780.1",1,0,0,8,14,0
"DNAJC1",1412,1243,755,4556,2568,14
"AL359697.1",4,4,1,7,2,0
"AL157831.3",2,0,0,2,1,0
"AL158211.1",0,0,0,12,1,0
"COMMD3",157,127,132,2056,2087,16
"BMI1",211,118,116,1399,707,9
"AL158211.3",1,3,2,5,12,1
"SPAG6",13,15,16,63,73,1
"AL513128.3",4,1,0,4,0,0
"PIP4K2A",956,1215,626,1281,1320,11
"ARMC3",2,1,1,24,13,2
"AL139815.1",4,7,2,54,17,3
"MSRB2",58,28,112,2456,2228,17
"C10orf67",3,3,1,6,3,0
"AL606469.1",0,0,0,2,1,0
"OTUD1",271,102,89,514,605,8
"AL512603.2",91,16,16,91,186,3
"KIAA1217",60,10,60,532,964,7
"AL356113.1",0,0,0,3,14,0
"ARHGAP21",211,107,190,4728,3961,48
"AL157385.2",0,0,0,0,0,0
"PRTFDC1",18,20,16,618,736,4
"AL512598.1",1,0,3,131,344,0
"ENKUR",37,12,5,58,49,2
"THNSL1",2,6,4,116,76,0
"LINC01516",0,0,0,0,0,0
"GPR158-AS1",0,0,0,2,0,0
"GPR158",36,9,1,18,6,1
"LINC00836",0,0,0,4,0,0
"AL358612.1",0,0,0,1,0,0
"MYO3A",1,2,0,21,7,0
"GAD2",3,0,0,2,0,1
"APBB1IP",975,1014,372,1079,941,3
"PDSS1",92,55,49,225,136,4
"ABI1",866,693,368,1728,1257,18
"ANKRD26",178,117,106,960,671,4
"YME1L1",1193,905,540,3133,2187,47
"MASTL",103,94,41,184,119,4
"ACBD5",135,86,78,659,379,6
"AL160291.1",0,1,0,16,4,0
"RAB18",441,230,203,1894,1469,7
"LINC02680",86,18,17,85,12,1
"MKX",0,0,2,14,12,1
"MKX-AS1",0,0,0,0,1,0
"ARMC4",6,0,0,6,10,0
"AL390866.1",8,5,0,3,0,1
"MPP7",1329,821,343,119,154,7
"MPP7-DT",27,10,7,10,28,0
"LINC02652",4,2,1,9,1,1
"WAC-AS1",80,48,45,449,413,3
"WAC",1926,1099,640,3505,1955,58
"BAMBI",79,21,42,223,255,6
"LINC01517",1,1,2,16,9,0
"LINC00837",0,0,0,0,0,0
"LYZL1",0,0,0,2,0,0
"AL158167.1",0,0,0,8,3,0
"SVIL",762,329,592,3580,3649,56
"JCAD",20,0,60,243,188,4
"AL353796.1",4,1,1,36,7,0
"MTPAP",46,38,19,389,166,0
"AL353796.2",2,6,1,8,9,1
"MAP3K8",656,530,344,823,3108,31
"AL590068.4",11,11,6,2,10,0
"AL590068.1",0,0,1,1,0,0
"ZNF438",147,85,91,1366,1311,8
"AL359532.1",0,0,0,17,11,2
"AL359546.1",4,6,4,116,95,1
"LINC02664",5,1,2,150,60,1
"ZEB1-AS1",25,7,14,1073,480,4
"ZEB1",3310,1605,833,11109,5635,50
"AL161935.1",0,0,0,4,11,0
"AL161935.3",0,0,0,8,8,0
"MACORIS",4,0,3,58,114,2
"ARHGAP12",359,224,151,2237,1570,10
"KIF5B",724,552,497,4796,1508,23
"EPC1",1642,1642,775,4467,2999,21
"AL391839.1",74,159,70,25,34,0
"AL391839.3",17,22,9,30,16,0
"CCDC7",237,128,66,786,466,10
"AL365203.2",35,6,5,30,16,1
"ITGB1",1639,827,2102,10120,12225,119
"ITGB1-DT",52,22,21,151,106,10
"IATPR",14,7,10,8,2,0
"NRP1",96,5,147,10860,3929,50
"AL121748.1",0,0,0,2,2,0
"AL353600.1",0,0,0,1,0,0
"AL353600.2",0,0,0,2,4,0
"LINC02628",0,0,0,1,0,0
"AL450313.1",0,0,0,1,1,0
"LINC00838",0,0,0,0,0,0
"LINC02629",0,0,0,5,0,0
"PARD3",149,5,191,4439,3824,25
"PARD3-AS1",0,0,0,17,26,0
"LINC02635",0,0,0,2,0,0
"CUL2",191,196,124,1169,639,5
"AL392046.1",13,6,4,14,23,2
"CREM",4510,2646,1274,2081,949,13
"AL117336.1",16,9,4,5,1,0
"LINC02634",7,1,1,4,1,1
"CCNY",1067,615,364,2916,1645,17
"AL117336.2",41,14,22,258,106,2
"AL121749.1",4,0,1,2,3,0
"GJD4",0,0,0,0,0,0
"FZD8",11,0,13,515,162,3
"AL121749.2",0,0,0,6,12,0
"PCAT5",0,0,0,3,0,0
"LINC02630",0,0,0,1,0,0
"ANKRD30A",0,0,0,11,1,1
"AL132657.1",0,0,0,4,3,0
"ZNF248",43,30,32,836,322,3
"AL135791.1",14,12,3,65,99,2
"ZNF25",32,11,31,512,327,3
"ZNF25-DT",1,0,0,3,4,0
"ZNF33A",516,347,133,1102,527,9
"ZNF37A",195,132,86,1588,658,8
"AL117339.4",0,0,1,13,7,0
"AL133216.1",0,1,0,4,2,0
"LINC00839",0,0,4,6,3,1
"ZNF33B",258,151,68,338,191,0
"AL022345.4",9,5,7,58,119,0
"LINC01518",0,0,0,3,0,0
"LINC02632",0,0,0,0,0,0
"AL022344.1",0,0,0,27,12,0
"BMS1",128,125,132,1129,511,2
"RET",0,0,0,23,3,0
"AC010864.1",7,1,4,25,36,0
"CSGALNACT2",891,650,502,1426,1035,18
"RASGEF1A",10,2,13,14,18,0
"AC068707.1",5,0,0,0,1,0
"FXYD4",0,0,0,3,0,0
"HNRNPF",945,471,342,6744,2168,32
"AL450326.1",6,3,6,81,75,0
"ZNF487",70,61,34,333,387,4
"ZNF239",5,0,1,171,70,0
"ZNF485",6,6,4,113,51,0
"ZNF32-AS3",3,2,3,23,33,0
"AL645634.2",0,0,0,5,0,0
"ZNF32",112,60,78,1999,1411,6
"LINC00840",1,0,2,25,54,1
"LINC02659",1,0,0,0,1,0
"LINC00841",1,0,0,3,3,1
"AL137026.1",1,0,0,40,58,0
"C10orf142",0,0,0,1,0,0
"AL137026.3",3,0,8,39,16,0
"CXCL12",272,5,206,9561,6404,32
"TMEM72-AS1",11,4,7,313,185,20
"AL353801.1",2,1,0,7,4,2
"AL353801.3",1,2,1,42,34,1
"RASSF4",14,3,24,787,878,1
"DEPP1",11,1,181,365,1731,22
"C10orf25",1,0,1,21,20,0
"ZNF22",97,66,51,1706,1258,9
"AL358394.1",0,0,0,9,19,0
"ALOX5",89,22,24,10,50,2
"AL731567.1",7,5,2,2,5,0
"MARCH8",180,158,102,421,317,5
"ZFAND4",83,93,51,281,152,1
"WASHC2C",192,109,77,760,515,8
"AGAP4",37,31,21,154,78,0
"TIMM23",166,138,77,779,437,1
"NCOA4",186,101,96,1651,895,10
"MSMB",0,0,0,2,0,1
"ANTXRL",0,0,0,0,1,0
"LINC00842",5,0,5,7,19,0
"SYT15",0,0,1,11,2,0
"AL356056.2",0,0,4,29,65,0
"AL356056.1",1,0,1,17,4,0
"LINC02637",0,0,0,1,0,0
"FAM245B",0,0,0,2,0,0
"PTPN20",7,0,4,101,51,1
"GDF10",2,0,0,3976,1518,7
"ZNF488",1,0,0,3,3,0
"ANXA8",0,0,0,36,30,0
"FAM25G",0,0,0,3,0,0
"AL591684.1",0,2,0,4,1,1
"AGAP9",9,21,4,107,106,0
"LINC02675",0,0,0,0,0,0
"FO681492.1",0,0,0,0,2,0
"AC245041.2",0,0,0,1,0,0
"FAM25C",0,0,0,1,0,0
"FRMPD2",2,0,0,1,0,0
"MAPK8",1503,749,411,1607,1234,23
"ARHGAP22",27,2,80,430,491,3
"WDFY4",14,3,5,34,25,1
"AC060234.3",0,0,0,6,0,0
"LRRC18",0,0,0,31,7,0
"AC060234.2",0,0,0,0,0,0
"AC060234.1",0,1,0,10,4,0
"VSTM4",7,0,27,1223,511,3
"FAM170B-AS1",0,0,0,0,0,0
"FAM170B",0,0,0,3,0,0
"TMEM273",40,11,18,54,74,0
"C10orf71",0,0,0,0,0,0
"DRGX",3,0,0,0,0,0
"AL138760.1",6,7,5,34,6,0
"ERCC6",101,85,88,500,403,3
"CHAT",0,0,0,1,0,0
"C10orf53",0,0,0,0,0,0
"PARG",193,174,144,644,357,7
"TIMM23B",22,23,23,159,117,3
"TIMM23B-AGAP6",21,6,3,64,18,0
"AL442003.1",11,16,3,25,8,0
"WASHC2A",164,127,80,619,476,5
"ASAH2",8,1,0,10,12,0
"SGMS1",582,561,317,2054,1341,19
"AC069547.2",6,22,9,37,14,0
"SGMS1-AS1",28,17,13,100,69,2
"ASAH2B",22,10,13,54,29,0
"A1CF",0,0,0,3,0,0
"PRKG1",160,14,567,6252,5481,132
"AL731537.1",0,0,2,9,11,0
"CSTF2T",39,33,24,862,339,1
"PRKG1-AS1",3,1,1,13,3,0
"DKK1",2,0,0,3,33,0
"LNCAROD",16,0,1,12,9,0
"LINC02672",0,0,0,1,0,0
"PCDH15",4,4,2,68,9,3
"AL353784.1",1,0,0,7,0,0
"ZWINT",6,1,4,31,23,0
"AC010996.1",6,1,0,7,7,0
"IPMK",244,165,127,1208,1211,17
"CISD1",157,31,333,2135,2098,10
"AC016396.1",1,0,0,4,0,0
"AC016396.2",0,0,0,3,9,0
"UBE2D1",261,106,130,1374,1011,3
"TFAM",246,162,95,2021,1295,1
"BICC1",199,0,355,8366,5475,38
"LINC00844",0,0,2,41,193,0
"PHYHIPL",1,1,1,24,4,0
"FAM13C",0,0,61,315,641,6
"AL355474.1",0,0,3,7,20,0
"AC026391.1",1,0,0,3,4,0
"SLC16A9",7,0,5,92,227,2
"MRLN",4,0,1,2,0,0
"CCDC6",209,202,143,1234,994,4
"LINC01553",0,0,0,0,0,0
"ANK3",3796,2619,1100,120,177,11
"AL592430.1",9,24,6,0,0,0
"ANK3-DT",8,4,1,0,0,0
"CDK1",12,6,5,3,7,0
"RHOBTB1",6,1,16,204,201,4
"TMEM26",3,0,1,3,0,0
"TMEM26-AS1",4,0,1,0,1,0
"CABCOCO1",0,2,2,11,22,0
"LINC02625",0,0,0,2,1,0
"ARID5B",1752,2314,1214,5946,17199,42
"RTKN2",79,246,108,86,41,2
"LINC02621",2,0,0,1,0,0
"AC024597.1",0,0,0,2,0,0
"ZNF365",34,12,40,44,30,1
"AC067751.1",8,2,4,24,14,2
"ADO",25,20,18,397,136,1
"EGR2",65,83,63,272,172,4
"NRBF2",270,266,186,1875,1128,6
"JMJD1C",3478,2370,1586,9312,8452,124
"JMJD1C-AS1",2,1,5,35,50,1
"REEP3",392,237,294,3804,2112,18
"AC022387.2",2,1,0,32,48,1
"AC013287.1",4,1,9,68,54,4
"LINC02671",0,0,0,3,0,0
"AL513321.2",0,0,0,0,0,0
"AL592466.1",0,0,0,2,0,0
"LINC01515",0,1,1,48,5,1
"CTNNA3",27,8,5,118,70,10
"AC022017.1",0,0,0,0,0,0
"LRRTM3",2,1,1,10,2,2
"DNAJC12",9,1,9,328,368,0
"AL133551.1",4,4,1,7,12,0
"SIRT1",500,340,215,1155,831,13
"HERC4",753,471,315,2820,1188,20
"MYPN",0,0,2,13,33,0
"ATOH7",0,0,0,2,6,0
"LINC02640",0,0,0,1,0,0
"PBLD",12,7,13,83,78,3
"HNRNPH3",818,603,584,5702,3082,32
"RUFY2",129,124,90,1351,746,8
"DNA2",24,26,13,108,33,2
"SLC25A16",129,110,74,431,293,1
"TET1",6,6,18,740,505,0
"AL513534.2",0,0,1,62,19,0
"CCAR1",424,292,199,1838,796,11
"STOX1",8,4,1,11,7,1
"AL359844.1",0,0,0,2,0,0
"DDX50",287,277,132,1856,1246,4
"DDX21",1158,817,592,5963,4003,24
"KIF1BP",83,31,54,1239,561,5
"SRGN",8050,4542,2481,511,1638,43
"VPS26A",341,238,202,2212,1154,12
"SUPV3L1",147,156,76,543,337,9
"AL596223.1",0,1,0,1,1,0
"HKDC1",4,3,0,12,9,1
"HK1",271,163,214,1059,926,15
"TACR2",3,1,3,4,22,0
"TSPAN15",26,0,74,65,39,0
"AC016821.1",12,1,10,18,2,1
"AL450311.1",0,0,0,1,1,0
"FAM241B",24,15,18,7,18,0
"LINC02651",0,0,0,0,0,0
"COL13A1",16,0,29,10,7,0
"LINC02636",0,0,0,6,5,0
"H2AFY2",24,17,24,268,115,3
"AIFM2",17,6,34,387,283,5
"TYSND1",17,15,6,222,258,2
"SAR1A",437,165,274,2525,1447,12
"PPA1",614,201,386,6807,7121,14
"NPFFR1",0,0,0,2,1,0
"LRRC20",4,1,3,66,39,1
"EIF4EBP2",172,82,78,1589,996,12
"NODAL",1,3,1,10,2,0
"PALD1",5,2,12,24,14,2
"PRF1",46,78,15,21,57,0
"ADAMTS14",0,0,7,6,6,0
"SGPL1",131,67,65,432,305,5
"PCBD1",98,34,45,2862,2776,9
"AC073176.2",2,0,0,0,0,0
"UNC5B",17,1,79,451,143,6
"UNC5B-AS1",1,0,3,10,64,0
"SLC29A3",33,28,11,266,142,3
"CDH23",50,34,28,124,74,5
"C10orf105",2,4,3,3,10,0
"VSIR",151,144,107,3583,2330,8
"PSAP",1034,277,573,18439,12047,101
"CHST3",18,0,67,435,325,3
"SPOCK2",1118,1043,683,86,180,5
"ASCC1",244,190,89,655,576,6
"ANAPC16",899,560,496,5741,5915,31
"DDIT4",1157,623,1029,3705,3098,19
"DDIT4-AS1",6,7,0,2,2,2
"DNAJB12",110,97,77,1294,1109,9
"MICU1",249,264,113,1549,1710,13
"AC091769.2",0,0,0,6,0,0
"MCU",511,254,138,796,414,18
"AC016542.1",3,0,0,0,0,0
"OIT3",4,0,0,2,2,0
"PLA2G12B",2,0,0,1,0,1
"P4HA1",802,404,884,3286,3046,46
"AL731563.2",2,3,2,4,0,0
"AL731563.3",9,5,0,14,3,0
"NUDT13",48,36,21,84,56,1
"AC016394.2",7,3,1,19,7,0
"ECD",261,227,154,996,810,5
"FAM149B1",56,42,21,420,199,4
"DNAJC9",199,117,84,903,359,11
"DNAJC9-AS1",8,8,4,28,24,0
"MRPS16",129,73,113,1441,1549,3
"AC016394.1",7,3,4,88,135,2
"CFAP70",88,26,16,260,107,2
"ANXA7",313,287,261,4547,1919,12
"AL512656.1",1,5,5,2,4,0
"MSS51",7,8,2,73,29,1
"PPP3CB",248,172,140,2057,835,19
"PPP3CB-AS1",32,12,9,47,41,1
"USP54",86,65,39,328,335,8
"AC073389.1",15,12,7,48,42,0
"AC073389.3",0,0,0,1,0,0
"MYOZ1",1,0,5,20,31,2
"SYNPO2L",0,0,0,13,0,0
"AC073389.2",3,3,4,36,10,0
"AGAP5",11,6,11,127,33,2
"AC022400.4",4,5,2,20,8,0
"SEC24C",125,111,73,562,347,7
"FUT11",136,37,59,965,325,9
"CHCHD1",195,78,168,2029,1474,2
"ZSWIM8",84,82,78,685,323,5
"ZSWIM8-AS1",7,3,6,12,12,0
"NDST2",87,66,56,236,217,2
"CAMK2G",122,95,64,502,253,11
"AC022400.2",1,0,1,1,1,0
"PLAU",97,3,1186,2383,272,7
"C10orf55",0,0,4,4,5,1
"VCL",185,105,276,2616,1675,27
"AP3M1",91,98,58,717,340,1
"ADK",2726,1470,862,3006,1761,17
"AC022540.1",18,54,4,12,3,0
"KAT6B",983,683,388,2175,1642,26
"AC018511.2",5,9,7,6,2,0
"DUPD1",0,0,0,1,0,0
"AC018511.5",3,0,0,3,1,0
"DUSP13",1,0,0,1,0,0
"SAMD8",348,331,144,1074,725,6
"VDAC2",749,289,537,6097,2956,27
"COMTD1",76,21,54,471,547,1
"ZNF503-AS1",3,2,0,15,15,1
"AC010997.3",2,0,0,39,39,1
"ZNF503",69,8,25,1460,682,9
"ZNF503-AS2",4,0,0,62,54,0
"AC010997.5",0,0,1,135,21,0
"AC010997.4",0,0,0,6,10,0
"LRMDA",74,7,29,1114,2249,31
"AL589863.2",0,0,0,1,10,0
"AL589863.1",0,0,0,0,4,0
"AL731568.1",1,0,1,0,0,0
"AC024603.1",0,0,0,0,0,0
"KCNMA1",591,13,29,264,178,8
"KCNMA1-AS1",5,0,0,4,3,0
"KCNMA1-AS3",0,0,0,0,0,0
"AL450306.1",3,3,5,10,2,0
"DLG5",31,18,49,515,342,4
"DLG5-AS1",0,0,0,24,12,0
"POLR3A",79,65,46,431,249,0
"RPS24",12654,4953,8050,54418,60356,405
"AC012560.1",1,1,0,8,7,0
"LINC00595",3,0,1,5,3,0
"ZMIZ1-AS1",31,6,8,96,130,1
"ZMIZ1",146,65,99,2686,1291,17
"PPIF",563,64,114,581,283,14
"ZCCHC24",56,18,89,2915,943,11
"AL133481.1",1,0,1,12,13,0
"EIF5AL1",10,1,15,187,156,1
"SFTPA1",0,0,0,1,0,0
"LINC02679",0,0,1,5,2,0
"AL132656.2",2,0,5,7,3,0
"NUTM2B-AS1",245,302,261,2192,1098,10
"AL132656.3",7,4,5,10,3,2
"AL135925.1",37,50,37,637,607,7
"NUTM2E",0,0,0,1,0,0
"AL512662.2",0,0,8,111,76,1
"SFTPD",1,0,0,7,16,0
"SFTPD-AS1",0,0,0,3,1,0
"TMEM254-AS1",5,2,8,76,105,0
"TMEM254",18,15,14,274,271,0
"PLAC9",74,8,526,39001,34599,118
"ANXA11",312,214,166,4056,2423,24
"LINC00857",1,0,2,17,33,1
"MAT1A",0,0,0,0,0,0
"DYDC1",1,0,0,1,0,0
"DYDC2",0,0,0,1,0,0
"PRXL2A",25,3,16,437,410,0
"TSPAN14",281,294,161,550,276,4
"AC021028.1",3,1,0,3,4,0
"SH2D4B",42,13,5,21,2,0
"NRG3",119,4,164,32,43,8
"AC069540.2",0,0,0,0,0,0
"AL603756.1",7,17,5,19,21,0
"GHITM",354,187,204,3300,2377,15
"CERNA2",0,0,0,2,0,0
"C10orf99",0,0,0,2,0,0
"CDHR1",0,1,0,0,2,0
"RGR",0,0,0,0,10,0
"LINC00858",0,0,0,1,0,0
"CCSER2",2032,1883,754,2568,2177,20
"AL358787.1",0,0,0,2,0,0
"LINC02647",1,0,0,2,0,0
"GRID1-AS1",0,0,0,13,0,0
"GRID1",7,2,9,504,380,5
"AL844892.2",2,0,1,1,3,0
"WAPL",574,355,231,1515,677,10
